,Species,Total,Positive,Percentage,MSW05_Genus,1-1_ActivityCycle,5-1_AdultBodyMass_g,8-1_AdultForearmLen_mm,13-1_AdultHeadBodyLen_mm,2-1_AgeatEyeOpening_d,3-1_AgeatFirstBirth_d,18-1_BasalMetRate_mLO2hr,5-2_BasalMetRateMass_g,6-1_DietBreadth,7-1_DispersalAge_d,9-1_GestationLen_d,12-1_HabitatBreadth,22-1_HomeRange_km2,22-2_HomeRange_Indiv_km2,14-1_InterbirthInterval_d,15-1_LitterSize,16-1_LittersPerYear,17-1_MaxLongevity_m,5-3_NeonateBodyMass_g,13-2_NeonateHeadBodyLen_mm,21-1_PopulationDensity_n/km2,10-1_PopulationGrpSize,23-1_SexualMaturityAge_d,10-2_SocialGrpSize,24-1_TeatNumber,12-2_Terrestriality,6-2_TrophicLevel,25-1_WeaningAge_d,5-4_WeaningBodyMass_g,13-3_WeaningHeadBodyLen_mm,References,5-5_AdultBodyMass_g_EXT,16-2_LittersPerYear_EXT,5-6_NeonateBodyMass_g_EXT,5-7_WeaningBodyMass_g_EXT,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MidRangeLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MidRangeLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Certainty,BodyMass-Value,BodyMass-SpecLevel
165,Nyctalus leisleri,61,4,0.06557377049180327,Nyctalus,-999.0,12.47,43.24,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.73,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,414;1297;1658;1668;2143;2151;2622;2655;2689,-999.0,-999.0,-999.0,-999.0,3415842.22,55.87,28.93,42.4,80.11,-7.73,36.18,1.0,106.89,9.0,0.01,52.82,76.47,498.35,622.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,13.28,1.0
166,Nyctalus noctula,101,6,0.0594059405940594,Nyctalus,-999.0,28.48,51.58,75.0,6.5,365.0,-999.0,-999.0,1.0,-999.0,72.24,1.0,-999.0,-999.0,-999.0,1.33,1.0,144.0,5.57,-999.0,-999.0,500.0,415.81,-999.0,-999.0,2.0,3.0,47.89,20.21,-999.0,185;196;543;892;1161;1297;1384;1388;1624;1625;1658;1668;1705;2143;2151;2350;2351;2352;2470;2635;2655;2719;3023;3099,-999.0,-999.0,-999.0,-999.0,8204371.69,60.35,17.97,39.16,106.02,-9.26,48.38,0.0,106.73,3.0,0.02,58.22,79.12,506.65,704.65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,28.0,1.0
167,Nyctalus plancyi,32,4,0.125,Nyctalus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,448501.74,35.79,21.9,28.85,122.13,114.38,118.25,70.0,485.79,106.0,0.05,105.67,149.43,999.36,1052.19,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,0.0,ABC,26.44,0.0
168,Nycteris gambiensis,276,46,0.16666666666666666,Nycteris,-999.0,7.13,39.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,558271.78,13.89,4.73,9.31,0.88,-16.82,-7.96,3.0,61.4,7.0,0.13,127.26,269.94,997.98,1585.38,80.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,6.95,1.0
169,Nycteris hispida,1,0,0.0,Nycteris,-999.0,7.98,38.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,91.24,1.0,-999.0,-999.0,-999.0,0.99,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,196;1297;1388;1658;2143;2151;2655;2719,-999.0,-999.0,-999.0,-999.0,14056670.99,15.84,-28.63,-6.39,51.41,-17.53,16.93,0.0,37.4,1.0,0.13,98.96,241.03,975.18,1564.52,80.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,8.63,1.0
170,Nycteris thebaica,3,0,0.0,Nycteris,-999.0,9.2,45.25,52.65,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,114.95,1.0,-999.0,-999.0,-999.0,1.0,1.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,60.83,-999.0,-999.0,44;196;277;892;1257;1297;1658;1860;1938;2143;2151;2622;2655;2719;2900;3110,-999.0,-999.0,-999.0,-999.0,16847056.25,37.34,-34.77,1.28,52.05,-17.53,17.25,0.0,41.56,1.0,0.13,68.05,226.22,729.41,1481.97,80.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,9.81,1.0
171,Nycticeinops schlieffeni,7,0,0.0,Nycticeinops,-999.0,5.05,30.99,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,78.63,1.0,-999.0,-999.0,-999.0,2.54,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,44;1257;1297;1658;2143;2151;2655;2894;2896;2898,-999.0,-999.0,-999.0,-999.0,13760621.45,31.6,-27.56,2.02,47.61,-17.53,15.03,0.0,34.56,1.0,0.13,69.66,240.47,763.13,1546.42,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,5.05,1.0
172,Nyctinomops laticaudatus,5,1,0.2,Nyctinomops,-999.0,13.12,43.24,-999.0,-999.0,-999.0,11.06,14.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,1.0,-999.0,4.01,37.54,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,419;1297;1658;1822;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,13392624.04,23.43,-30.11,-3.34,-34.79,-100.57,-67.68,0.0,30.56,0.0,0.11,142.68,235.66,1260.44,1522.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,12.22,1.0
173,Nyctinomops macrotis,10,0,0.0,Nyctinomops,-999.0,16.38,60.99,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,1.0,-999.0,4.94,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,890;1297;1432;1658;1685;2035;2143;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,18149920.2,39.35,-34.98,2.18,-34.79,-117.28,-76.03,0.0,30.69,0.0,0.11,127.1,222.69,1148.78,1452.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,18.4,1.0
174,Nyctophilus geoffroyi,26,0,0.0,Nyctophilus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,7277323.77,-11.11,-43.64,-27.37,153.63,113.14,133.39,0.0,3.33,0.0,0.03,35.11,208.44,424.9,1328.02,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,7.28,1.0
175,Nyctophilus gouldi,67,7,0.1044776119402985,Nyctophilus,-999.0,11.32,39.73,-999.0,-999.0,-999.0,20.46,9.3,1.0,-999.0,22.94,1.0,-999.0,-999.0,-999.0,1.54,-999.0,-999.0,1.65,-999.0,-999.0,-999.0,326.81,-999.0,-999.0,2.0,3.0,44.34,-999.0,-999.0,895;1173;1297;1658;1784;2066;2143;2151;2282;2655;3023,-999.0,-999.0,-999.0,-999.0,880409.98,-23.44,-43.64,-33.54,153.63,114.97,134.3,0.0,20.03,0.0,0.04,61.49,150.9,638.6,1087.83,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,10.0,1.0
176,Nyctophilus timoriensis,5,2,0.4,Nyctophilus,-999.0,11.02,43.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;1297;1384;1658;1835;2143;2151;2186;2655;2719;3023,-999.0,-999.0,-999.0,-999.0,2083863.67,-7.12,-43.03,-25.07,152.05,114.9,133.47,0.0,4.89,0.0,0.02,39.42,176.42,445.01,1138.22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,B,1.0,0.0,0.0,ABC,11.73,1.0
177,Otomops martiensseni,169,24,0.14201183431952666,Otomops,-999.0,34.92,65.31,-999.0,-999.0,456.25,-999.0,-999.0,2.0,-999.0,92.54,1.0,-999.0,-999.0,-999.0,0.99,1.0,-999.0,7.99,-999.0,-999.0,20.0,371.23,-999.0,-999.0,2.0,2.0,-999.0,-999.0,-999.0,196;945;1297;1384;1658;1809;2093;2143;2151;2622;2655;2719;3023,-999.0,-999.0,-999.0,-999.0,6798311.47,5.19,-32.66,-13.73,42.17,13.88,28.03,0.0,33.97,2.0,0.15,95.23,226.35,1019.57,1508.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,34.3,1.0
178,Penthetor lucasi,79,0,0.0,Penthetor,-999.0,35.39,60.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,1.0,-999.0,-999.0,-999.0,196;1297;1658;2017;2151;2622;2655;2719,-999.0,-999.0,-999.0,-999.0,647764.08,7.03,-4.16,1.43,119.26,100.16,109.71,1.0,58.45,3.0,0.17,250.99,249.68,1681.76,1731.16,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,38.17,1.0
179,Peropteryx kappleri,5,0,0.0,Peropteryx,1.0,9.85,49.5,-999.0,0.0,-999.0,-999.0,-999.0,1.0,-999.0,137.96,1.0,-999.0,-999.0,-999.0,1.0,2.02,-999.0,1.09,27.9,-999.0,-999.0,-999.0,6.0,-999.0,2.0,3.0,79.82,6.74,-999.0,426;889;905;1111;1297;1388;1658;2151;2384;2537;2655;2708,-999.0,-999.0,-999.0,-999.0,4378235.63,18.45,-23.38,-2.46,-38.16,-95.19,-66.67,0.0,41.8,0.0,0.12,145.66,230.93,1320.94,1554.36,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,9.42,1.0
180,Phylloderma stenops,5,0,0.0,Phylloderma,-999.0,55.82,71.9,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,2.0,-999.0,-999.0,-999.0,108;196;889;1297;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,10120814.01,17.56,-29.07,-5.75,-34.79,-94.02,-64.4,0.0,28.29,0.0,0.12,163.13,241.38,1349.01,1566.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,60.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,53.68,1.0
181,Phyllostomus discolor,12,2,0.16666666666666666,Phyllostomus,-999.0,36.7,62.5,-999.0,-999.0,-999.0,34.5,33.5,3.0,-999.0,107.97,1.0,-999.0,-999.0,-999.0,0.99,-999.0,-999.0,7.29,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,2.0,-999.0,-999.0,-999.0,108;196;889;1297;1388;1658;1704;1705;1822;1948;2143;2151;2295;2383;2622;2655;2719;2751;3023;3038,-999.0,-999.0,-999.0,-999.0,12188897.67,19.64,-23.02,-1.69,-34.79,-97.09,-65.94,0.0,22.61,0.0,0.12,154.15,242.55,1302.43,1549.16,30.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,ABC,S,B,1.0,0.0,0.0,ABC,34.13,1.0
182,Phyllostomus elongatus,4,0,0.0,Phyllostomus,-999.0,41.75,66.0,-999.0,-999.0,-999.0,38.8,35.6,2.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,1.0,-999.0,-999.0,-999.0,196;889;1297;1658;1822;1948;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,10958600.41,12.59,-23.84,-5.62,-34.79,-81.72,-58.25,0.0,23.16,0.0,0.12,155.48,241.35,1309.45,1545.97,70.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,ABC,S,B,1.0,0.0,0.0,ABC,40.43,1.0
183,Phyllostomus hastatus,16,0,0.0,Phyllostomus,-999.0,91.44,83.27,107.0,-999.0,-999.0,70.72,84.2,3.0,-999.0,123.39,1.0,-999.0,-999.0,-999.0,0.99,1.0,120.0,15.94,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,2.0,72.82,59.09,-999.0,55;108;185;196;889;892;1297;1658;1667;1704;1705;1822;1927;1948;2143;2144;2151;2622;2655;2719;2751;2763;3023;3038,-999.0,-999.0,-999.0,-999.0,12690238.32,16.02,-24.14,-4.05,-34.79,-88.57,-61.68,0.0,24.58,0.0,0.11,151.77,238.87,1289.95,1538.68,40.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,ABC,S,B,1.0,0.0,0.0,ABC,87.21,1.0
184,Pipistrellus abramus,486,107,0.22016460905349794,Pipistrellus,-999.0,5.87,33.91,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.1,-999.0,-999.0,1.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1705;2059;2881,-999.0,-999.0,-999.0,-999.0,2948954.07,44.37,15.45,29.91,142.07,102.33,122.2,2.0,354.96,33.0,0.05,102.44,141.83,926.69,1022.92,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,0.0,ABC,5.87,1.0
185,Pipistrellus coromandra,29,2,0.06896551724137931,Pipistrellus,-999.0,4.59,30.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,196;1297;1658;2151;2655,-999.0,-999.0,-999.0,-999.0,3731668.19,36.95,5.91,21.43,98.8,67.71,83.26,1.0,313.72,12.0,0.09,109.51,222.53,821.17,1391.61,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,4.6,1.0
186,Pipistrellus deserti,1,0,0.0,Pipistrellus,-999.0,-999.0,30.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1658;2151,4.69,-999.0,-999.0,-999.0,4904406.9,22.28,2.95,12.62,38.09,-1.5,18.29,0.0,20.72,0.0,0.09,50.4,261.23,577.92,1576.88,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,6.2,2.0
187,Pipistrellus hesperidus,1,1,1.0,Pipistrellus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,7996671.91,37.34,-32.3,2.52,44.22,-15.83,14.19,0.0,46.68,0.0,0.14,49.3,218.27,587.74,1418.48,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,0.0,ABC,5.28,0.0
188,Pipistrellus javanicus,3,0,0.0,Pipistrellus,-999.0,4.92,32.72,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,71.48,1.0,-999.0,-999.0,-999.0,2.29,-999.0,-999.0,0.98,23.6,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,196;1297;1439;1658;2143;2151;2655,-999.0,-999.0,-999.0,-999.0,4504060.92,35.82,-10.37,12.72,127.3,68.31,97.81,1.0,222.66,6.0,0.1,147.9,214.91,1053.77,1451.96,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,5.29,1.0
189,Pipistrellus kuhlii,494,138,0.2793522267206478,Pipistrellus,1.0,6.07,34.69,45.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.21,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,60.41,-999.0,-999.0,196;1045;1257;1297;1388;1658;1860;2143;2151;2622;2655;2706;2900;3110,-999.0,-999.0,-999.0,-999.0,4765557.66,47.99,12.59,30.29,73.78,-9.49,32.14,0.0,92.46,3.0,0.08,37.09,146.68,354.8,1080.06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,5.93,1.0
190,Pipistrellus minus,20,1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Pipistrellus montanus,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Pipistrellus nanulus,1,0,0.0,Pipistrellus,-999.0,2.51,28.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.96,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1297;1658;2143;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,2374608.18,7.34,-5.08,1.13,33.68,4.26,18.97,0.0,39.52,1.0,0.12,149.48,241.08,1403.0,1567.29,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,2.5,1.0
193,Pipistrellus nathusii,144,32,0.2222222222222222,Pipistrellus,-999.0,7.44,34.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.73,1.0,96.0,-999.0,-999.0,-999.0,-999.0,105.22,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1096;1297;1548;1658;1668;2143;2151;2470;2622;2655;2713,-999.0,-999.0,-999.0,-999.0,5149391.84,59.21,36.38,47.8,50.37,-10.47,19.94,2.0,116.56,10.0,0.00963,55.32,75.68,472.93,577.74,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,7.31,1.0
194,Pipistrellus pipistrellus,533,30,0.05628517823639775,Pipistrellus,-999.0,5.3,31.46,39.98,4.8,-999.0,-999.0,-999.0,1.0,-999.0,44.0,1.0,-999.0,-999.0,-999.0,1.37,1.0,200.4,1.28,20.64,-999.0,3020.0,248.48,-999.0,-999.0,2.0,3.0,33.44,3.89,-999.0,107;422;543;767;892;1096;1161;1297;1384;1407;1409;1410;1522;1588;1624;1658;1705;2143;2151;2307;2350;2352;2353;2364;2470;2622;2655;2920;3001;30143023;3047,-999.0,-999.0,-999.0,-999.0,9195388.69,61.5,25.38,43.44,97.96,-10.47,43.74,0.0,101.08,5.0,0.03,48.0,81.94,424.73,709.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,5.69,1.0
195,Pipistrellus pygmaeus,225,12,0.05333333333333334,Pipistrellus,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,5966364.24,61.5,36.01,48.75,48.18,-10.47,18.85,1.0,115.65,8.0,0.00713,55.54,76.75,460.98,577.11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D1,A,A,1.0,0.0,0.0,ABC,5.28,0.0
196,Pipistrellus taiwanensis,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Pipistrellus tenuis,15,0,0.0,Pipistrellus,-999.0,3.48,29.93,-999.0,4.0,113.55,-999.0,-999.0,1.0,-999.0,61.27,1.0,-999.0,-999.0,-999.0,1.92,3.0,-999.0,0.53,-999.0,-999.0,20.0,53.57,-999.0,-999.0,2.0,3.0,44.8,1.5,-999.0,21;196;1141;1297;1384;1388;1439;1450;1453;1551;1621;1658;1679;1704;2143;2151;2594;2622;2655;2762;3023,-999.0,-999.0,-999.0,-999.0,7367449.16,36.25,-10.57,12.84,130.87,66.76,98.82,1.0,243.64,12.0,0.1,130.16,228.99,965.15,1461.98,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,4.7,1.0
198,Platyrrhinus brachycephalus,1,0,0.0,Platyrrhinus,-999.0,14.26,38.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,196;889;1297;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,6905773.42,10.74,-17.3,-3.27,-50.86,-79.7,-65.28,0.0,9.24,0.0,0.13,168.21,235.33,1378.06,1563.45,10.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,14.1,1.0
199,Platyrrhinus helleri,17,0,0.0,Platyrrhinus,-999.0,13.44,38.09,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,1.0,-999.0,-999.0,-999.0,108;196;889;945;1297;1658;2143;2151;2295;2622;2655;2719,-999.0,-999.0,-999.0,-999.0,10885924.75,18.91,-23.56,-2.32,-44.34,-98.78,-71.56,0.0,17.67,0.0,0.12,158.94,236.48,1334.56,1558.22,10.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,13.5,1.0
200,Platyrrhinus infuscus,2,0,0.0,Platyrrhinus,-999.0,50.76,56.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,196;889;1297;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,2812367.88,6.59,-19.02,-6.21,-61.85,-80.65,-71.25,0.0,19.74,0.0,0.11,162.29,215.49,1301.09,1485.61,10.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,50.2,1.0
201,Platyrrhinus lineatus,15,1,0.06666666666666668,Platyrrhinus,-999.0,24.34,46.59,-999.0,-999.0,-999.0,32.19,21.9,2.0,-999.0,107.97,1.0,-999.0,-999.0,-999.0,0.99,2.0,122.4,8.3,46.5,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,2.0,-999.0,-999.0,-999.0,196;543;889;1297;1658;1822;1948;2151;2655;3035;3036;3037;3038,-999.0,-999.0,-999.0,-999.0,6717965.67,11.63,-33.06,-10.71,-34.79,-79.74,-57.27,0.0,38.44,1.0,0.09,118.26,211.12,1128.68,1399.18,10.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,24.36,1.0
202,Plecotus auritus,128,1,0.0078125,Plecotus,-999.0,8.19,37.72,-999.0,5.5,730.0,-999.0,-999.0,1.0,-999.0,65.12,1.0,-999.0,-999.0,-999.0,1.22,1.0,360.0,2.09,-999.0,-999.0,-999.0,338.33,-999.0,-999.0,2.0,3.0,42.09,5.7,-999.0,196;543;757;1297;1388;1658;1705;1771;2143;2151;2168;2350;2622;2655;2726;2977;3023,-999.0,-999.0,-999.0,-999.0,12452922.57,65.26,24.04,44.65,145.82,-10.47,67.67,0.0,110.06,1.0,0.02,50.42,46.77,449.95,625.22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,S,A,1.0,0.0,0.0,ABC,7.83,1.0
